,id,tweet,subtask_a,subtask_b,subtask_c
6830,24418,  another example when go low go high lying liberals conservatives experts enduring escapades voting right person anyway this predictable its like dance,NOT,,
6831,90329, da na na na found joshs sex life,NOT,,
6832,27207, amazing dems always ones hear whistle,OFF,TIN,IND
6833,75217, cuz hes coming bruh ,NOT,,
6834,61587, uhh he cute i know strong mans man i luv lol especially fight i guess bc i grow able hold mines short point worry fighting anymore,NOT,,
6835,71406, the black helmets would hotter,NOT,,
6836,37577,  go straight crapper ill never support another team again,OFF,TIN,OTH
6837,11834, he cute,NOT,,
6838,73817, he always looking,NOT,,
6839,11725,  i hear mei knee due pressure exerted lol,NOT,,
6840,31237,  i bet gun control answer,NOT,,
6841,46591,                                                  and trump fans bullies antifa  steve scalise  resists movement  you need get cnn msnbc,OFF,TIN,GRP
6842,80181, and last one herself the truest personality,NOT,,
6843,76282, sure  lots folk actually liberals want sensible torylabour party vote for theyre well served political system atm,NOT,,
6844,11892,  thank first lady service usa putting vile liberal hoard everyday you true patriot maga,NOT,,
6845,38296, documents must getting close crook,OFF,TIN,IND
6846,55028, he removed rest islamic invaders,OFF,TIN,GRP
6847,94937,                                                 following all ,NOT,,
6848,35790,   now need antifa outside confirm kavanaugh,NOT,,
6849,34430, im expecting video ,NOT,,
6850,50938, you bitter hateful woman ruining herself ,OFF,TIN,IND
6851,13574, democrats want gun control i say go range practice get better  nra maga ,NOT,,
6852,15882,    what color sky world ive never seen group people utterly delusional amp denial liberals since trump won you guys need get it and sorry there simply russiacollusion liberalismisamentaldisorder fisagate deepstateisreal,NOT,,
6853,29114, god i hope,NOT,,
6854,65486,   especially liberals found buying bribing no vote kavanaugh,NOT,,
6855,73145,    i love u jennifer first crush love,NOT,,
6856,75692, god speed bandit ,NOT,,
6857,82120,   his paycheck hurt feelings,NOT,,
6858,62090,    i would say serious case bias have seen handiwork antifa  have seen dems like maxine waters calling trump officials harassed laughing it i could go on are kidding me,NOT,,
6859,81844,   portugal fluked way  penalty shoot outs cr didnt play final,NOT,,
6860,21084, got love future democratic party though,NOT,,
6861,49166, thank president trump maga ,NOT,,
6862,43774, not  maga  wwgwga ,NOT,,
6863,83049,  gun control divorce though,NOT,,
6864,10958,  and met rain omg amazing person,NOT,,
6865,17601,    i trust lot armchair quarterbacks twitter he makes mistakes human but one five best managers game today,NOT,,
6866,29507,  island dummy,NOT,,
6867,29351,  illinois strict ass gun control lets thugs gang bangers guns means lot violence,OFF,UNT,
6868,82648, right total ocd right lol yeahtotally gonna floss sucker off,OFF,TIN,IND
6869,22801,    gday monique son handsome i guess going follow moms foot steps become forest pathologist lol ,NOT,,
6870,78146, what are forgetting steve scalise shot left wing nut job the pillars society known antifa beat ppl chains destroy property ur defunk speaker maxine waters calling chaos etc  chars watch something beside  amp learn truth,NOT,,
6871,58583,michaelche this guy thunks white repubs amp crackheads thank jesus guess dont like christians money buddy good luck mike trying lavish style backs liberals    ,NOT,,
6872,57303, another falsehood i dont think anyone wants abolish nd amendment a growing majority want sensible gun control form better background checks banning assault rifles trump say anything rile base more snake oil,OFF,TIN,IND
6873,56548, congratulations great american president we great things together maga iq wwgwga,NOT,,
6874,89454, god help us,NOT,,
6875,10424,   really its dems behind violence mass murderers confrontations antifa wake,NOT,,
6876,96462, good news i hope advertisers getting free ad space,NOT,,
6877,66127, thats throw race again did forget happened white women accused bill clinton sexual allegations the liberal democrats rallied around him liberals disgusting disgraceful human beings god created,OFF,TIN,GRP
6878,91323, you meant say yourself now time talk gun control,NOT,,
6879,69501, ask hes protesting certain convoluted answer,NOT,,
6880,68143, get boy pie stat,NOT,,
6881,52720,kanye cancel moment said slavery choice rock maga hat imwithsnoop,OFF,UNT,
6882,12182,  you sick head this man lost daughter,OFF,TIN,IND
6883,17969,conservatives left frustrated congress passes big spending bills tcot ,NOT,,
6884,37378,levistrauss ceo takes side gun control its inevitable were going alienate consumers  ,NOT,,
6885,48988,      fuck i fry money imagine,OFF,UNT,
6886,31419,  i wonder liberals realize much jihadis despise them probably not,NOT,,
6887,44848, aj nahin kal tum ko bi marna hy bad thinking,NOT,,
6888,86554, playing dirty way liberals win point they shameless,OFF,TIN,GRP
6889,70368, i cant believe didnt work comet pizza now alex jones muted conservatives lost,OFF,TIN,GRP
6890,58773, this rich coming spokesperson organization blocks every commonsense gun control bill every one,NOT,,
6891,30844, one thing surewe know didnt write oped dumber bucket rocks,OFF,TIN,IND
6892,68563, she cute get away,NOT,,
6893,66075,  i would love see circles would align prolife people gun control affordable health care cognitivedissonance,NOT,,
6894,39112,                                                  thats billionaire notsorry romeo words add up,NOT,,
6895,75880, frenkenstien needs pay every dime backshe stolen american people she disgrace senate people,OFF,TIN,IND
6896,85273, what joke,NOT,,
6897,98564,mru media  liberal mp crosses floor join conservatives via  cdnpoli ,NOT,,
6898,53051, once look timeline ones proud liberal white liberals like i tell hispanic community see liberals offended minorities becareful people friend,NOT,,
6899,45021, mexican venus,NOT,,
6900,90047, scale   much laugh there excuse besides plain shit ,OFF,TIN,IND
6901,31636,john kerry should made answer his meetings iran  tcot maga rednationrising,NOT,,
6902,90829,  the fact newsweek longer tries give sides story instead gives side antifa far left liberals gods deepstatepanic take look newsweeks circulation dont even enough readers put print edition anymore,OFF,TIN,GRP
6903,19306,  i let go said we take away ammo talking gun control i said maybe blurted out mean it but proving leftist thats fine i still like you i trust anymore,OFF,TIN,OTH
6904,40903,   then gun control,NOT,,
6905,56160, pretty good hope well friend tough season teams happens,NOT,,
6906,78616,   so defending antifa is stance,NOT,,
6907,28398,  remember republicans destroyed merrill garlands career no neither i only dems  liberals tolerate views disagree with antifagreat example,NOT,,
6908,64013, how start get informed classes uninformed players,NOT,,
6909,84951, heres pic   now much plus nike then  now much ,NOT,,
6910,26748, hes liar,OFF,TIN,IND
6911,32723, a blue wave hysterical violence bluewaveofviolence,NOT,,
6912,75696,  hollywood media make jokes jesus christians think thats hilarious turn every innocent joke conservatives tell outrage typical reprobates,OFF,TIN,OTH
6913,68560, would resign boys just curious honest question gained perspective yall parted ways being serious cuz bad positive receiver,NOT,,
6914,95527, legit lold shit funny asf,OFF,UNT,
6915,49936, people still trying use altright tag blanket statement people no way associated altright another reminder the pbs exist violent antifa yet antifa many accounts twitter,NOT,,
6916,74528,  then well talking gun control ,NOT,,
6917,81395, beto running hard left  open borders  aggressive gun control  socialise medicine  raising taxes dem turnout  primarys k  mil outraising cruz though texas m rep turnoutmust show vote november dont assume neighbor,NOT,,
6918,78409, thank letting us know are,NOT,,
6919,94985,  comes gun control order make america happy remove gun list conservatives then take guns card toting democrats way everybody happy everybody safe,NOT,,
6920,38773, coughnicky haley,NOT,,
6921,32451, fuck yeah,OFF,UNT,
6922,33811,   wasnt organizer rally killed someone someone showed like people show antifa black lives matter rallies cause violence rioting everywhere go,NOT,,
6923,69452, you certainly one amazing hot gorgeous stunning sexy flawless woman wow,NOT,,
6924,71510, hes probably referring fact started henderson whos apparently shit sturridge apparently finished years ago i mean like could possibly win two field ,OFF,TIN,OTH
6925,80776,  you lying again the public trust anymore,OFF,TIN,IND
6926,28403, either misinformed shame im going shame,OFF,TIN,IND
6927,29297, another overdose nigga,OFF,TIN,IND
6928,94378, at least tombstone letters  ripmampm,NOT,,
6929,16030,  an airplane sayno woman falls love trek star,NOT,,
6930,11275, libertarian shows ugly divisive two party system is liberals actually lot uglier all straight men need leave democratic party a party men hatred leave,OFF,TIN,GRP
6931,63287,  great book leo zagami pope francis last pope details breathtaking corruption evil forces controlling vatican decades,OFF,TIN,IND
6932,91969, i hate im fucking sorry,OFF,UNT,
6933,22174,  i hear trumpsters crowing liberals loved jane fonda supported draft dodgers i grew times i war knew fonda gone far wrong i supported burned draft cards and served,OFF,TIN,IND
6934,16577, myyy nigga ,OFF,TIN,GRP
6935,83637, he saaaaaaadd  ,NOT,,
6936,12695,   lindsey sean hannity talks echo chamber simply hear himself he journalist news pundit weird conspiratorial agenda supported well crafted partial facts aimed narrow audience he really laughable fool trump,OFF,TIN,IND
6937,67651, so basically preaching religious end world people doing congrats,NOT,,
6938,93111, there fullblown coup detat going deep state liberals everything try get trump power absolutely ridiculous law,NOT,,
6939,23573, come  better this nothing agents any subscriber cash sell buy cash whatever rate you conduit its law demand supply play,NOT,,
6940,10590, looks like democrats right side history conservatives always wrong prove otherwise upper east side buck have ever eaten applebees,NOT,,
6941,80374, every lie telling happened children guy man i clearly believe shit like happened its another stall tactic liberals,OFF,TIN,OTH
6942,95631,     me thinks full shit,OFF,TIN,IND
6943,63826, a political novice outshined corrupt establishment politicians we voted cant bought soros afford it,NOT,,
6944,30611,  need find lady do thing she terrorist waiting strike ,OFF,TIN,IND
6945,56910,  and white antifa the ones seen,NOT,,
6946,11041,rssreachesout now open everyone really intolerant shame psuedo liberals,OFF,TIN,OTH
6947,28065,                                 good luck you,NOT,,
6948,17860,  whose twitter interest start food even worthy responding unless professor nutrition food technology,NOT,,
6949,74400,  if yutz dumber shed watered twice week,OFF,TIN,IND
6950,35372,  hey the valley guy  thanks comment  right mark  just hope liberals amp  get serious reversing global warming amp climate change  get real issue saving planet amp life itself  note ,NOT,,
6951,59326,hollywood filled satanists pedos nerve mock jesus conservatives see lowlifes unemployment line ,OFF,TIN,GRP
6952,36668,  whyrwpreachesracism rwluciferiancult i keep saying simply rhetoric these people any bible definition christian anymore christian conservatives attended public lynchings blacks often held public spectacles sunday church ,NOT,,
6953,16286,  behind this she eating profits they must hb,NOT,,
6954,91525,  antifa calling nazis pot calling kettle black,NOT,,
6955,69391, he hit hr past two years he figured never got playing time stl i heard supporters notorious slow starter he going starting cf next season,NOT,,
6956,80585, people tired virtue signaling wealthy liberals never never know struggles average american,NOT,,
6957,81332, i think fbi original interview they scare people feckless congress handle kids gloves demonized media left put oath attempt get truth she protected liberals congress,NOT,,
6958,70266,  something dont seem right year long massive shootings talk gun control makes think government behind crap ,OFF,TIN,OTH
6959,36623,conservatives twitteroxymoron ,NOT,,
6960,30123, if lucky,NOT,,
6961,93071, he bafoonicus ,OFF,TIN,IND
6962,91923,  like nra biased gun control ,NOT,,
6963,59625,   never going happen not million years not unless soros hires bunch antifa punks pretend vets,OFF,TIN,IND
6964,24758, jose ramirez stealing hitting average hitting homers doubles playing good defense definitely blake snell cy young look numbers hes like jacob degrom al,OFF,UNT,
6965,14998,  she way beyond stunning  give word stunning whole new meaning  q qanon maga qarmy wwgwga,NOT,,
6966,76213,       im liking direction going in he needs make happy couples happiness lives,NOT,,
6967,30815, good morning you welcome,NOT,,
6968,47706,  who hell think is acussed doesnt mean guilty a women accused man that man judgekavanaugh voice right clear name she needs zipit,OFF,TIN,GRP
6969,64455,  the liberals,NOT,,
6970,13288,  no moved goalposts libs  group includes blm actually burned neighborhoods  antifa specifically merely attempted to and cant point conservative groups burning neighborhoods like blm has attempting ,NOT,,
6971,16743, today collins back another excuse vote yes its disgusting every gop rep see is they stop working common man        ,OFF,TIN,IND
6972,51013, good luck that,NOT,,
6973,32810, good shit,OFF,UNT,
6974,80728, anyone else think lying opportunist yeahmetoo,OFF,TIN,IND
6975,45184, these young responses condescending af personally i issue wwire coat hangers used protest bc god forbid women access safe abortion may try method attempt terminationesp teen girls,NOT,,
6976,87507, she didnt speak paris omg i cant breathe,NOT,,
6977,25519, bullshit people died incompetent government puerto rico and start mayor stop lying gutierrez,OFF,TIN,IND
6978,34409,  christine ford is saying  percent sure kavanaugh you better know sure dont waste american peoples time sure charges th senate committee ask probing questions need answer,NOT,,
6979,84485,  are news trudeau govt cover ohi forget u r propaganda machine left n liberals,NOT,,
6980,45400, really that bitch wow,OFF,TIN,IND
6981,32699,  omg she perfect,NOT,,
6982,91189,  agreed fuck guy,NOT,,
6983,15462, political corruption texans among liberals conservs rs ds large majorities favor limits campaign spending say high cost campaigning discourages many good candidates running president betoforsenate ,NOT,,
6984,94412, shes trying better person trying save horrible things did,NOT,,
6985,10825,  i dimly remember econ theory might apply chicago what it guns butthurt,OFF,TIN,IND
6986,98407,   whataboutism yet another made word used liberals attempt deflect criticism ridiculous hypocrisy,OFF,TIN,GRP
6987,45890,  i know likely fake profile set  get conservatives unhinged nut report them just  get chest,NOT,,
6988,61621,  america destroyed president cancer democracy that sad,OFF,TIN,IND
6989,35689, what wrong criticising muslims seeing british people get away brits get labelled racist fascism blame liberals letting happen,NOT,,
6990,50493, your right nd amendment allows liberals guns well ,NOT,,
6991,21048, right punish gop two cucks thats ticket getting conservatives there,NOT,,
6992,64667, alex fuckin beautiful,NOT,,
6993,35109,   im sure worried give break dana job you know u make living pay healthcare etc you dirt bags even shower crying gun control try it,OFF,TIN,IND
6994,75876, billy bargain ,OFF,TIN,IND
6995,95224,   the death threats thing disgusting the party family values says antifa dangerous resistance group has kavanaugh family death threats inquiring minds want know,OFF,TIN,GRP
6996,59615, i know good friends siobhan two clps help lot i imagine it would seem upset lot people constituency,NOT,,
6997,75208, the st word rian johnson used regret asked fear so rian johnson must thought  emotions ben  i conclude ben regrets rey accept offre fears alone love reylo,NOT,,
6998,29213,  hi amyyour book read listthanks speaking hope well,NOT,,
6999,59158, my pleasure thank following back  ccot maga walkaway votedemsout trumpsarmy,NOT,,
7000,85454, we the people will defeat you  maga msaga makesouthafricagreatagain           ,NOT,,
7001,60096,  bit celebrity ass,OFF,UNT,
7002,83409, even antifa mocking ,NOT,,
7003,36143, everyone home taking knee nfl,NOT,,
7004,57827,  if isaac  fucking tall guy behind dude,OFF,TIN,IND
7005,27937,british politics brexit and general start look like one gigantic benny hill episode may borisjohnson brexiteers corbyn chequers conservatives sympathies fbpe peoplesvote,NOT,,
7006,27295, kamala harris speaks disagrees condescending fashion i find gutter like i want snatch bald headed routinely she full unbecoming ,NOT,,
7007,65856,  so im sure woman one mostly men throw insults like mean ugly feminist cat women penis envy,OFF,TIN,GRP
7008,82433, prime example walk away movement born democrats nothing sleezy liars all decent people democrats stand behind tactics like antifa destroying peoples lives political reasons i democrat  years i walked away,NOT,,
7009,84699, you like players based line offense of course used returner receiver der thats is yes indeed lined rb im glad made fan im sorry expect everyone responds agree,NOT,,
7010,91284, bcashhhhhhhhhhconnectttt,NOT,,
7011,28831, poor triggered snowflake maga,OFF,TIN,IND
7012,40282, he one crazy person,OFF,TIN,IND
7013,72396, amen he is,NOT,,
7014,36560, he represents  conservatives represent,NOT,,
7015,16942,  writes vile garbage points comments goes  talking those mean liberals picking me they always play victim card bully someone hannity lot,NOT,,
7016,13896, we need gun control now we many mass shootings country thank president clinton leading way this its great real leadership,NOT,,
7017,13481,    besides liberals,NOT,,
7018,39042,antifa scumbag trying to explain why trump is to a black trump supporter pr topbuzz ,NOT,,
7019,99334,   this stalker level crazy i read anything posted claiming person avi she however tell avi also  amp tag name woman whos dead since  ,NOT,,
7020,98387, conservatives trailer trash party canada,OFF,TIN,GRP
7021,65719,                                                 exactly from describing like two steps forward three steps back,NOT,,
7022,15994,  lpfirsttime he comingggg,NOT,,
7023,94688,  its ashame republican party dont anything gun control people killed reason ashame republican party dont anything cop killing republicans trying distract america,OFF,TIN,OTH
7024,51627, lol i shit not year i literally patience sit play game na ,NOT,,
7025,84493,   kwasia ur shatta wale even career start  idiothis reign album hype seff dey zero  as release album  hype yh vim zero,OFF,TIN,IND
7026,50725, words cannot express valid are,NOT,,
7027,14486,     you fool denying ones free speech deny free speech,OFF,TIN,IND
7028,19632, why factchecking tweet democrat i would expect tweets political candidates or ap liberals,NOT,,
7029,15213, breitbart who hero its sure not ,NOT,,
7030,12015,   rivera shit he last one left our problems run him the day fire  better,NOT,,
7031,46669,  worry college your  min fame clue,NOT,,
7032,85669, im calling still superman long time i think wb letting thing road theyre going gear man steel ,NOT,,
7033,32491,  its unfortunately cut dry that gun laws vary per state even cities compare chicago extreme gun control new york almost level yet chicago horrible gun crime ny extent criminals problem,NOT,,
7034,41783, hes yesterday,NOT,,
7035,79318, what girls sinnfeinn fault well oh right ex hard line republic interested victim would aunt thing bad mouth sinnfeinn shame,NOT,,
7036,21915,  love watching replays election night  and watch media completely let down,NOT,,
7037,32612,  two words gun control,NOT,,
7038,92498, im nigger lie,NOT,,
7039,84486, inviting war criminals canada parliament ever requested british military intelligence i bet told parliament take latest batch war criminals you vote treason omar ,NOT,,
7040,15165, she adorable,NOT,,
7041,92314, dang nc fans pay salaries know ,NOT,,
7042,83134,guncontrol bulletcontrol california tries new tack gun violence bullet control via  ,NOT,,
7043,19736, thats right well said,NOT,,
7044,56852, awesome  news,NOT,,
7045,61756, cmon brah go finish mother fucking apple cider beer shut fuck up adults trying fun twitter  ,OFF,TIN,GRP
7046,26975, shes liberal professor dog always spewing hatred us conservatives youre going hell rest sleaze bags,OFF,TIN,IND
7047,19847, hope bankrupt soon,OFF,TIN,OTH
7048,67075, but well make dark patch history repeat itself the evil antisemitism cant count indifference complicity killed millions the good people uk europe stand other you important here ,NOT,,
7049,20646,  strong characterstrong character anybody bitter sore loser character,OFF,TIN,IND
7050,73204,     because scummy human being,OFF,TIN,IND
7051,91429,  twitter msn would care didnt millions followers  main stream wants full control everyones brain im sure im shadowed banned saying,NOT,,
7052,84915,  nope would,NOT,,
7053,29459, glad im teams  michelle obama bet,NOT,,
7054,10234,  geez i hope british labour better australian labor cant see daylight amp conservatives neoliberal tee they say arent well see way go december    popularist every turn  self interest ,NOT,,
7055,22220, he normalizing ,NOT,,
7056,90712, ntknetwork news   senate set pass bipartisan bill combat opioids magaa prolife ,OFF,TIN,GRP
7057,32534,  he con apparently finds running low,OFF,TIN,IND
7058,55987, he right,NOT,,
7059,47206, i expect see lotta yetis wearing maga hats,NOT,,
7060,37277,   but add maverick goes every reason nerfed iq player most player base dont use however bcoz pl players play game religiously use her all sudden op whole community ,NOT,,
7061,86012,guns a a second amendment zone ridiculous so are concealed carry laws  daily utah chronicle the latest installment nations endless debate gun control recently surfaced university utah campus a g  ,NOT,,
7062,60265,  or like blm liberals past couple years,NOT,,
7063,17664, he needs butt,NOT,,
7064,92867, im sure missing irony as bojan,NOT,,
7065,73245, i still want yo know stairway heaven ,NOT,,
7066,23899, where boy wonder gun control,NOT,,
7067,39124, why would order cohen print money its amazing bad this or dishonest purposefully spreading fake news,OFF,TIN,IND
7068,50364,  thats funny says mental health counselor yet displayed actions complete paranoid phycho,NOT,,
7069,36049, she dumb clueless pushing pipe dream what fools put office sad foxnews socialismsucks,OFF,TIN,IND
7070,16400, you would well austin very blue likely find wiccan folks super conservatives,NOT,,
7071,85278, this c back liberals shortsighted aka stupid crying wolf favor past future victims rape assault like i said stupid,OFF,TIN,IND
7072,54803, caribbros please fix oroshimaru broken teleports spawn lot snakes players spawn one thing onna beat broken glitchy,NOT,,
7073,35864, it amazes much synch man commuted prison sentence its wonder like other,NOT,,
7074,11451,  liberals never able grasp consequencesyour example perfect responsehe probably still unable understand though,NOT,,
7075,93406,  i love insights culture world i knew nothing im able relate characters unique crime fiction,NOT,,
7076,39538,  whatplatform fundamentallyrestoringamericaspeaker  konku urlamebrain w gavel,NOT,,
7077,51609, carrey sick man,OFF,TIN,IND
7078,17469, nahhh are,NOT,,
7079,26237,  then something gun control laws,NOT,,
7080,29262,      understood sir nation hunkered down commitment  help maga god given stable genius words till the bitter end god speed tziyon shalom con musica lucho latin jazz vocalistampcomposer,NOT,,
7081,97654, and i salute jim carey boycotting movies media ,NOT,,
7082,47122, eric holderglobalist evil personified,OFF,TIN,IND
7083,61599,  she lying leftist,OFF,TIN,IND
7084,14271, what death threats antifa sitting outside house like republicans why scrub social media,OFF,TIN,IND
7085,40202, gutierrez youre liar thats guys good,OFF,TIN,IND
7086,81417, god good,NOT,,
7087,17380,    remember the liberals fought for our freedom the conservatives sided with the british,NOT,,
7088,75339, hi sexy,OFF,TIN,IND
7089,63246,  of course not he strong supporter antifa blm,NOT,,
7090,99697, good lird disgusting representation human,OFF,TIN,IND
7091,56391, it really is my abs lot defined i miss lifting heavy ass weight thank girl,OFF,UNT,
7092,64888, nigga lose,OFF,TIN,IND
7093,45396,                                                  he romanian,NOT,,
7094,40031, fuckin love king tulip,NOT,,
7095,90554,   lmao you call courage  courageous act tearing apart say quran claiming kind woman  majority hindus still dont get offended acts matter msm showing days,NOT,,
7096,22207,   yes american women waitingto allowed continue slaughtering babies mao stalin hitler killed babies too liberals pathetic whiney crooked yet say children except slaughter babies,OFF,TIN,GRP
7097,24771,    uns connects fixolas ahha,NOT,,
7098,58638,     the idea capitalists like competition joke capitalists like nothing governmentsanctioned monopoly essential public service theyd spend less time lobbying british government,NOT,,
7099,72099, limousine liberals western feminists much common mutual sanctimony stands see ,NOT,,
7100,59153, maybe need gun control lefties handle responsibility,OFF,UNT,
7101,12754, hes got wee fake tap fae turkey prove loyal is,OFF,TIN,OTH
7102,41861, the american people going vote red november save country unamerican dems amp liberals,NOT,,
7103,79061, arent,NOT,,
7104,78422,  unleashed no lowliness beginning exorcism evil body christ known leaders catholic church,OFF,UNT,
7105,17853, only got woman anatomy model connect crewneck ,NOT,,
7106,56099,what i told theres group israel amp america controlling us foreign policiy decades using spie lies amp quasi blackmail schemes would believe me maga americafirst  the   ,OFF,TIN,IND
7107,33110,  gun control mgk diss  via  fucking new em wouldnt let shit slide playin wit da kid ,OFF,TIN,IND
7108,13794, he drew saw marker left hand connected right brain connected left eye saw saw his right eye connected left brain saw hammer psyc,OFF,TIN,IND
7109,15548, he gay hes sick pervert gets nerves,OFF,TIN,IND
7110,50379, liberals  yea whatever ,NOT,,
7111,30740,  i want see corrupt bitch gitmo birthday ,OFF,TIN,IND
7112,67949, you probably best politician ive heard long whilewish illinois,NOT,,
7113,71630,           and antifa idiots forced use medicare fix broken parts body caused antifa requiring people kindness others pick wheelchairs thrown help ambulance arrived,NOT,,
7114,60923, anita hill wasca liar liar now,OFF,TIN,IND
7115,30297,  i friend thats abt hour myrtle beach scared death ,NOT,,
7116,96396,  say when older may understand what anyone believes quite irrelevantas asserting,NOT,,
7117,82694, the interview important part hiring process and selling may come naturally make sure fully prepared  tn,NOT,,
7118,99720, how develop competitive skills social skills home schoolingas child complain abt bullying unjust behaviour teachers since super active,OFF,TIN,GRP
7119,51603, americans want form gun control  americans want government protect environment  americans say immigration good thing amp  americans believe hotdogs belong crusts pizzas amp italians like suck it,OFF,TIN,OTH
7120,46085,     spill t sis hehe,NOT,,
7121,44555, these truly beautiful unique,NOT,,
7122,17891, but mr john kerry potus is getting the job done in spite of democrats like you who groveled to the iranian mullah and tried to buy him off with pallets of cash amp releasing frozen funds you amp obamas crooked deal has helped fund terrorism worldwide take a walk inthe woods whrc,OFF,TIN,IND
7123,41737, according gore hurricane hazel  trumps fault typhoons cyclones hurricanes trumps fault and trump colluded god defeat hillary all true,OFF,TIN,IND
7124,32345, i hope safe,NOT,,
7125,68984, but are give break,NOT,,
7126,69211,     or  heres thought  vast web conspiracy those fact experts global economy happen agree brexit disaster just thought,NOT,,
7127,30093, you mean ass cousin hate lol,OFF,TIN,IND
7128,32269, demis od bc arianna grande you see pretty is,NOT,,
7129,61846,   we know belongs violent liberal antifa party w kkk hoods beat total strangers amp funded party most violent amp corrupt party trying pour tears amp get us believe heart hard sell anyone including voters,OFF,TIN,IND
7130,95951, please follow beliwunited stand divided fall lets continue help president trump maga ,NOT,,
7131,90130,                                                  touched visamatas raw nerve saying modi  thats may block soon wildwet dream pm modi fail get full majority  please dont wake dream bhajpaa getting  seat ,OFF,TIN,IND
7132,49773,  yes simply must politically heaven forbid give liberals due justice,NOT,,
7133,60792, thank you yes is,NOT,,
7134,95790,  he dalit muslim need remember,OFF,TIN,IND
7135,88916, liberals ruin everything,NOT,,
7136,66580,all this is bs ford is lyingthis everything delaying vote maga confirmkavanaughnow potus ,OFF,TIN,IND
7137,43289,      dont forget trumps fault just like colluding make hurricanes worst they forgot tell us hurricane also trumps fault,OFF,TIN,IND
7138,13711,  i waiting say hokey pokey turn around lol seriously heck,NOT,,
7139,86184, that little curious,NOT,,
7140,22286, you take picture destroyed one time favorite comedianactors  ,NOT,,
7141,10667, year today founder sadly passed away mandy devoted life saving animals across uk we hope looking us smile knowing continuing work started  years ago forever thoughts mandy leigh from staff amp trustees ,NOT,,
7142,60985, confident trump would never elected,NOT,,
7143,50391, signs you are sales zombie   marketing sales retail style wednesdaywisdom ,NOT,,
7144,33195, he maintenance screen,NOT,,
7145,24370,  he hiding child,NOT,,
7146,12851,  as politically correct speech gun control laws attacks constitution your hypocrisy showing,OFF,TIN,IND
7147,55600,   stop talkin urself,NOT,,
7148,10283,  did  advise iran since go guy,NOT,,
7149,71369,  thats hilarious try again its liberals media lackeys done that ,NOT,,
7150,76719, bob dickbrain woodward i wish i ann coulter,NOT,,
7151,34132, grover antifa keeps changing appearance hide government ,NOT,,
7152,27357, does anyone even care useless pieces shampt say think,NOT,,
7153,48973, beautiful looks like mona lisa,NOT,,
7154,91647,constitution day  most important commemoration   constitutionday maga kag obama clinton deepstate abuse power spygate witchhunt seditiontreason,NOT,,
7155,32372,    you  year old boy trump fixed disaster crooked barak left,NOT,,
7156,11348, go la casa de las micheladas they crazy ass ones,OFF,TIN,IND
7157,54210,  collins tries make people believe is,NOT,,
7158,93447,  kyle long fine i bet getting rest please brown sims,NOT,,
7159,68660, breitbart must hacked your headline says all,OFF,TIN,IND
7160,41318,   agree if see starting year maxi goes cold i hope next year starter,NOT,,
7161,71762, found average american demographics i found  things average american agrees on bill gates gun control driving skills  ,NOT,,
7162,67183, she stormy,NOT,,
7163,45699,  beautiful,NOT,,
7164,56870,  he man allowed wife one coaches abused years covered up and threw everyone including wife bus help lies he never thought anyone would knowcame out he total pos,OFF,TIN,IND
7165,49645, he piece work,NOT,,
7166,62054,  i hope right,NOT,,
7167,89031,a things happened kufball road wins got married had sex twice got divorced,NOT,,
7168,24155, great needs gone low life,NOT,,
7169,38828,  offer mental health coverage reporters,NOT,,
7170,28028,    exterminated little harsh i agree first point whole heartedly i remember advised go onto esa stress testing harsh i would better going onto work program i eligible benefits except housing benefit,NOT,,
7171,17119, plenty ppl work full shift still manage find way home correctly this bullshit flying public,OFF,UNT,
7172,55478, they reason believe shes sabotaging kavanaughs chances supreme court justice these elitists radical liberals anything sabotage trumps presidency,NOT,,
7173,41732, thats cause got head wave least  pounds couple inches feet okay not mention miley doesnt look fighting type idk not,NOT,,
7174,62363,panic dc sessionshuber meetings wwgwga qanon  maga walkaway           ,NOT,,
7175,36059, ohh shit ,OFF,TIN,IND
7176,63253,  liberals dont give sht they souls,OFF,TIN,OTH
7177,32850,                                                  thanks awake love guys  following patriots,NOT,,
7178,50012,  see thick a bad bitch,OFF,TIN,IND
7179,33091, you might well go walmart cashier get info nuclear fusion go nbc gun info with crap media feeds empty brains wonder gun control cultists universal background checks gunsense guncontrolnow guncontrol,OFF,TIN,OTH
7180,35483, fuck wall more american white black men kill way immigrant gun control would help way more,OFF,TIN,GRP
7181,86645, i believe christineblaseyford however i assert make one jot difference trump recently roy moore  long ago chose align misogyny abuse kavanaughconfirmationhearing next step thehandmaidstale maga,NOT,,
7182,76733, cant say words tweeter come knocking,NOT,,
7183,73564, elmo antifa,NOT,,
7184,12587, ca always blue i you seem much except helping yourself like neighbors champagne socialist,OFF,TIN,IND
7185,52291,      and one bit anything trump all  liberals could care less responsible amp majority indictments people potus never met things obama asleep wheel facts matter left,NOT,,
7186,22830, no cant losss service time suspensions subject waivers,NOT,,
7187,48299,   sensible gun control help mentally unstable people guns people restraining orders guns no one needs gun magazine  rounds unless zombie apocalypse happens,OFF,TIN,GRP
7188,86988,  i believe all stuff bring gun control gun control  disarming america,NOT,,
7189,53244,  they always get mad losing money ,NOT,,
7190,35693, dont doubt fat man,NOT,,
7191,78837,   i guarantee going allow put oath,NOT,,
7192,10981, the reason dont wife ass,OFF,TIN,IND
7193,81219,  a true ass statement right,NOT,,
